game_id,season,week,game_type,gameday,home_team,away_team,div_game,vegas_spread_display,model_spread_display,spread_line,pred_margin,spread_edge,spread_hit,home_moneyline,away_moneyline,fair_home_ml_prob,pred_home_win_prob,ml_edge,ml_hit,total_line,home_score,away_score,actual_margin,actual_winner,is_outdoor,temp,wind,home_rest_days,away_rest_days
2025_06_CIN_GB,2025,6,REG,2025-10-12,GB,CIN,0,GB -14.0,GB -11.9,14.0,11.887991189956665,-2.112008810043335,True,-1000.0,650.0,0.8720930232558138,0.8947505874699263,0.02265756421411247,1.0,44.5,27.0,18.0,9.0,home,1,64.0,14.0,14,7
2025_06_ARI_IND,2025,6,REG,2025-10-12,IND,ARI,0,IND -8.5,IND -10.9,8.5,10.876662969589233,2.3766629695892334,False,-470.0,360.0,0.7913616398243045,0.8754077705260896,0.08404613070178513,1.0,46.5,31.0,27.0,4.0,home,0,70.0,0.0,7,7
2025_06_SEA_JAX,2025,6,REG,2025-10-12,JAX,SEA,0,SEA -1.5,SEA -1.8,-1.5,-1.8097532093524933,-0.3097532093524933,True,-105.0,-115.0,0.4891657638136511,0.39152469351625774,-0.09764107029739338,1.0,47.5,12.0,20.0,-8.0,away,1,76.0,8.0,6,7
2025_06_DET_KC,2025,6,REG,2025-10-12,KC,DET,0,KC -2.5,KC -2.4,2.5,2.4082280844449997,-0.0917719155550003,False,-142.0,120.0,0.5634920634920635,0.5875637406717817,0.024071677179718254,1.0,51.5,30.0,17.0,13.0,home,1,85.0,13.0,6,7
2025_06_TEN_LV,2025,6,REG,2025-10-12,LV,TEN,0,LV -3.5,LV -0.9,3.5,0.9279294013977051,-2.572070598602295,False,-185.0,154.0,0.6224665518611737,0.5187323683629476,-0.10373418349822616,0.0,41.5,20.0,10.0,10.0,home,0,70.0,0.0,7,7
2025_06_LAC_MIA,2025,6,REG,2025-10-12,MIA,LAC,0,LAC -3.5,LAC -5.8,-3.5,-5.80825138092041,-2.30825138092041,False,170.0,-205.0,0.35527082119976705,0.23247997429548806,-0.122790846904279,1.0,45.5,27.0,29.0,-2.0,away,1,85.0,4.0,7,7
2025_06_NE_NO,2025,6,REG,2025-10-12,NO,NE,0,NE -3.5,NE -4.0,-3.5,-3.9820768535137177,-0.48207685351371765,True,160.0,-192.0,0.3690596562184025,0.29938099746508456,-0.06967865875331791,1.0,46.5,19.0,25.0,-6.0,away,0,70.0,0.0,7,7
2025_06_DEN_NYJ,2025,6,REG,2025-10-12,NYJ,DEN,0,DEN -7.5,DEN -10.4,-7.5,-10.44788146018982,-2.9478814601898193,False,310.0,-395.0,0.23409789548356585,0.11218399060589067,-0.12191390487767519,1.0,43.5,11.0,13.0,-2.0,away,1,59.0,6.0,7,7
2025_06_CLE_PIT,2025,6,REG,2025-10-12,PIT,CLE,1,PIT -5.5,PIT -5.2,5.5,5.242963790893555,-0.2570362091064453,False,-278.0,225.0,0.705033164260632,0.7084903778617602,0.003457213601128162,1.0,37.5,23.0,9.0,14.0,home,1,64.0,8.0,14,7
2025_06_SF_TB,2025,6,REG,2025-10-12,TB,SF,0,TB -3.5,TB -1.8,3.5,1.8085682392120361,-1.6914317607879639,False,-192.0,160.0,0.6309403437815976,0.5599371038679214,-0.07100323991367619,0.0,46.5,30.0,19.0,11.0,home,1,82.0,10.0,7,10
2025_06_BUF_ATL,2025,6,REG,2025-10-13,ATL,BUF,0,BUF -3.5,BUF -5.1,-3.5,-5.102340936660767,-1.6023409366607666,False,170.0,-205.0,0.35527082119976705,0.2570528892727462,-0.09821793192702083,0.0,49.5,24.0,14.0,10.0,home,0,70.0,0.0,15,8
2025_06_CHI_WAS,2025,6,REG,2025-10-13,WAS,CHI,0,WAS -5.5,WAS -6.3,5.5,6.269430100917816,0.7694301009178162,False,-258.0,210.0,0.690792883054068,0.7467748174908325,0.05598193443676447,0.0,49.5,24.0,25.0,-1.0,away,1,59.0,12.0,8,15
2025_07_PIT_CIN,2025,7,REG,2025-10-16,CIN,PIT,1,PIT -5.5,PIT -8.1,-5.5,-8.09574294090271,-2.59574294090271,False,200.0,-245.0,0.3194444444444444,0.1644612818176197,-0.1549831626268247,0.0,45.5,33.0,31.0,2.0,home,1,60.0,5.0,4,4
2025_07_GB_ARI,2025,7,REG,2025-10-19,ARI,GB,0,GB -7.0,GB -8.1,-7.0,-8.104179620742798,-1.1041796207427979,False,310.0,-395.0,0.23409789548356585,0.1642429438617751,-0.06985495162179076,1.0,44.5,23.0,27.0,-4.0,away,0,70.0,0.0,7,7
2025_07_NO_CHI,2025,7,REG,2025-10-19,CHI,NO,0,CHI -4.5,CHI -4.4,4.5,4.393969565629959,-0.1060304343700409,False,-225.0,185.0,0.6636481241914618,0.6743847100754625,0.010736585884000727,1.0,43.5,26.0,14.0,12.0,home,1,49.0,8.0,6,7
2025_07_MIA_CLE,2025,7,REG,2025-10-19,CLE,MIA,0,CLE -2.5,CLE -0.1,2.5,0.12790322303771973,-2.3720967769622803,False,-148.0,124.0,0.5720596355604638,0.4810621837388575,-0.09099745182160629,0.0,34.5,31.0,6.0,25.0,home,1,65.0,17.0,7,7
2025_07_WAS_DAL,2025,7,REG,2025-10-19,DAL,WAS,1,DAL -1.5,DAL -1.3,1.5,1.311334252357483,-0.1886657476425171,False,-125.0,105.0,0.5324675324675325,0.5367364418151007,0.004268909347568184,1.0,54.5,44.0,22.0,22.0,home,0,70.0,0.0,7,6
2025_07_NYG_DEN,2025,7,REG,2025-10-19,DEN,NYG,0,DEN -7.5,DEN -7.9,7.5,7.921209901571274,0.4212099015712738,False,-425.0,330.0,0.7768331562167907,0.801028656977867,0.02419550076107624,1.0,39.5,33.0,32.0,1.0,home,1,72.0,3.0,7,10
2025_07_LA_JAX,2025,7,REG,2025-10-19,JAX,LA,0,LA -3.0,LA -3.6,-3.0,-3.6013845205307007,-0.6013845205307007,True,140.0,-166.0,0.4003612281757977,0.314640698883769,-0.08572052929202872,1.0,44.5,7.0,35.0,-28.0,away,1,59.0,9.0,7,7
2025_07_LV_KC,2025,7,REG,2025-10-19,KC,LV,1,KC -13.5,KC -13.9,13.5,13.92039567232132,0.4203956723213196,True,-950.0,625.0,0.8677165354330709,0.9257513502897202,0.0580348148566493,1.0,44.5,31.0,0.0,31.0,home,1,57.0,9.0,7,7
2025_07_IND_LAC,2025,7,REG,2025-10-19,LAC,IND,0,LAC -2.5,LAC -0.5,2.5,0.5215020179748535,-1.9784979820251465,True,-135.0,114.0,0.551441114716549,0.4995949624873741,-0.05184615222917488,1.0,48.5,24.0,38.0,-14.0,away,0,70.0,0.0,7,7
2025_07_PHI_MIN,2025,7,REG,2025-10-19,MIN,PHI,0,PHI -2.5,MIN -1.0,-2.5,0.9906258583068848,3.4906258583068848,False,124.0,-148.0,0.42794036443953615,0.5216810708966226,0.09374070645708649,0.0,43.5,22.0,28.0,-6.0,away,0,70.0,0.0,14,10
2025_07_CAR_NYJ,2025,7,REG,2025-10-19,NYJ,CAR,0,NYJ -1.5,CAR -1.7,1.5,-1.6946892738342285,-3.1946892738342285,True,-112.0,-108.0,0.5043297540699688,0.39670202588121195,-0.10762772818875688,1.0,39.5,6.0,13.0,-7.0,away,1,71.0,13.0,7,7
2025_07_ATL_SF,2025,7,REG,2025-10-19,SF,ATL,0,SF -1.5,SF -1.3,1.5,1.2552513480186462,-0.24474865198135376,False,-115.0,-105.0,0.5108342361863488,0.534107727281993,0.02327349109564414,1.0,46.5,20.0,10.0,10.0,home,1,74.0,5.0,7,6
2025_07_NE_TEN,2025,7,REG,2025-10-19,TEN,NE,0,NE -6.5,NE -9.6,-6.5,-9.570831060409546,-3.070831060409546,True,235.0,-290.0,0.28644876973925815,0.1297288675392005,-0.15671990220005766,1.0,40.5,13.0,31.0,-18.0,away,1,60.0,18.0,7,7
2025_07_TB_DET,2025,7,REG,2025-10-20,DET,TB,0,DET -6.0,DET -9.5,6.0,9.52845311164856,3.5284531116485596,True,-278.0,225.0,0.705033164260632,0.8449585501857553,0.13992538592512327,1.0,54.5,24.0,9.0,15.0,home,0,70.0,0.0,8,8
2025_07_HOU_SEA,2025,7,REG,2025-10-20,SEA,HOU,0,SEA -3.0,SEA -3.3,3.0,3.336196780204773,0.33619678020477295,True,-166.0,140.0,0.5996387718242023,0.6291947547672607,0.02955598294305839,1.0,41.5,27.0,19.0,8.0,home,1,56.0,5.0,8,15
2025_08_MIN_LAC,2025,8,REG,2025-10-23,LAC,MIN,0,LAC -3.0,LAC -1.5,3.0,1.5150271654129028,-1.4849728345870972,False,-170.0,142.0,0.6037569709421778,0.5462656995681066,-0.057491271374071284,0.0,45.5,37.0,10.0,27.0,home,0,70.0,0.0,4,4
2025_08_MIA_ATL,2025,8,REG,2025-10-26,ATL,MIA,0,ATL -7.0,ATL -6.7,7.0,6.702492535114288,-0.29750746488571167,True,-355.0,280.0,0.7477827050997783,0.7618934050550391,0.01411069995526082,0.0,44.5,10.0,34.0,-24.0,away,0,70.0,0.0,7,7
2025_08_CHI_BAL,2025,8,REG,2025-10-26,BAL,CHI,0,BAL -2.5,CHI -0.4,2.5,-0.4136383533477783,-2.9136383533477783,False,-148.0,124.0,0.5720596355604638,0.4556587115197833,-0.11640092404068048,0.0,45.5,30.0,16.0,14.0,home,1,60.0,2.0,14,7
2025_08_BUF_CAR,2025,8,REG,2025-10-26,CAR,BUF,0,BUF -7.0,BUF -9.8,-7.0,-9.83073377609253,-2.8307337760925293,True,310.0,-395.0,0.23409789548356585,0.12429922777135685,-0.109798667712209,1.0,47.5,9.0,40.0,-31.0,away,1,63.0,9.0,7,13
2025_08_NYJ_CIN,2025,8,REG,2025-10-26,CIN,NYJ,0,CIN -5.5,CIN -3.1,5.5,3.1272666454315186,-2.3727333545684814,True,-258.0,210.0,0.690792883054068,0.6199637412037513,-0.07082914185031675,1.0,43.5,38.0,39.0,-1.0,away,1,57.0,8.0,10,7
2025_08_DAL_DEN,2025,8,REG,2025-10-26,DEN,DAL,0,DEN -3.5,DEN -1.4,3.5,1.3538610935211182,-2.146138906478882,False,-192.0,160.0,0.6309403437815976,0.5387284049889258,-0.09221193879267175,0.0,51.5,44.0,24.0,20.0,home,1,67.0,4.0,7,7
2025_08_SF_HOU,2025,8,REG,2025-10-26,HOU,SF,0,HOU -2.5,HOU -1.6,2.5,1.6390702724456787,-0.8609297275543213,False,-155.0,130.0,0.5829926410466066,0.5520526284510548,-0.03094001259555179,0.0,41.5,26.0,15.0,11.0,home,0,70.0,0.0,6,7
2025_08_TEN_IND,2025,8,REG,2025-10-26,IND,TEN,1,IND -15.5,IND -14.4,15.5,14.380736827850342,-1.1192631721496582,False,-1650.0,950.0,0.9082568807339451,0.931497928550632,0.0232410478166869,1.0,47.5,38.0,14.0,24.0,home,0,70.0,0.0,7,7
2025_08_CLE_NE,2025,8,REG,2025-10-26,NE,CLE,0,NE -7.0,NE -9.6,7.0,9.63088870048523,2.6308887004852295,True,-380.0,300.0,0.7600000000000001,0.8474704229986826,0.08747042299868246,1.0,40.5,32.0,13.0,19.0,home,1,53.0,7.0,7,7
2025_08_TB_NO,2025,8,REG,2025-10-26,NO,TB,1,TB -4.5,TB -6.3,-4.5,-6.323314785957336,-1.8233147859573364,True,180.0,-218.0,0.34252477380439467,0.21561325055715763,-0.12691152324723703,1.0,46.5,3.0,23.0,-20.0,away,0,70.0,0.0,7,6
2025_08_NYG_PHI,2025,8,REG,2025-10-26,PHI,NYG,1,PHI -7.0,PHI -7.5,7.0,7.5460914969444275,0.5460914969444275,True,-380.0,300.0,0.7600000000000001,0.7895227166368043,0.02952271663680417,1.0,43.5,38.0,20.0,18.0,home,1,60.0,4.0,7,7
2025_08_GB_PIT,2025,8,REG,2025-10-26,PIT,GB,0,GB -3.0,GB -1.9,-3.0,-1.8524186611175537,1.1475813388824463,False,130.0,-155.0,0.4170073589533933,0.3896110692977272,-0.027396289655666095,1.0,46.5,25.0,35.0,-10.0,away,1,46.0,5.0,10,7
2025_08_WAS_KC,2025,8,REG,2025-10-27,KC,WAS,0,KC -10.5,KC -10.0,10.5,10.042571425437927,-0.45742857456207275,False,-700.0,500.0,0.84,0.8572301337853944,0.017230133785394397,1.0,48.5,28.0,7.0,21.0,home,1,54.0,8.0,8,8
2025_09_BAL_MIA,2025,9,REG,2025-10-30,MIA,BAL,0,BAL -7.5,BAL -12.7,-7.5,-12.716078758239746,-5.216078758239746,True,350.0,-455.0,0.2132564841498559,0.07613699127395264,-0.13711949287590325,1.0,51.5,6.0,28.0,-22.0,away,1,73.0,5.0,4,4
2025_09_KC_BUF,2025,9,REG,2025-11-02,BUF,KC,0,KC -2.5,BUF -2.2,-2.5,2.1745662689208984,4.674566268920898,True,114.0,-135.0,0.448558885283451,0.5768543223178796,0.12829543703442858,1.0,53.5,28.0,21.0,7.0,home,1,54.0,6.0,7,6
2025_09_CHI_CIN,2025,9,REG,2025-11-02,CIN,CHI,0,CHI -3.0,CHI -4.9,-3.0,-4.8964684009552,-1.8964684009552002,True,136.0,-162.0,0.4066302458405761,0.2645310614322141,-0.142099184408362,1.0,51.5,42.0,47.0,-5.0,away,1,50.0,6.0,7,7
2025_09_MIN_DET,2025,9,REG,2025-11-02,DET,MIN,1,DET -9.5,DET -9.2,9.5,9.233500331640244,-0.26649966835975647,True,-550.0,410.0,0.8118668596237336,0.8375371092554317,0.02567024963169806,0.0,47.5,24.0,27.0,-3.0,away,0,70.0,0.0,13,10
2025_09_CAR_GB,2025,9,REG,2025-11-02,GB,CAR,0,GB -12.5,GB -13.0,12.5,13.044765949249268,0.5447659492492676,False,-1000.0,650.0,0.8720930232558138,0.913582835643134,0.04148981238732019,0.0,43.5,13.0,16.0,-3.0,away,1,47.0,15.0,7,7
2025_09_DEN_HOU,2025,9,REG,2025-11-02,HOU,DEN,0,HOU -1.5,HOU -2.7,1.5,2.7283575534820557,1.2283575534820557,False,-125.0,105.0,0.5324675324675325,0.6021008365903443,0.06963330412281177,0.0,40.5,15.0,18.0,-3.0,away,0,70.0,0.0,7,7
2025_09_NO_LA,2025,9,REG,2025-11-02,LA,NO,0,LA -14.0,LA -13.7,14.0,13.699146091938019,-0.3008539080619812,False,-1200.0,750.0,0.8869565217391304,0.9228343370681286,0.03587781532899814,1.0,44.5,34.0,10.0,24.0,home,0,70.0,0.0,14,7
2025_09_JAX_LV,2025,9,REG,2025-11-02,LV,JAX,0,JAX -2.5,JAX -2.3,-2.5,-2.3196683675050735,0.18033163249492645,True,110.0,-130.0,0.4572564612326044,0.36888734947576407,-0.08836911175684031,1.0,43.5,29.0,30.0,-1.0,away,0,70.0,0.0,14,14
2025_09_ATL_NE,2025,9,REG,2025-11-02,NE,ATL,0,NE -5.5,NE -6.4,5.5,6.374946355819702,0.8749463558197021,False,-250.0,205.0,0.6853932584269663,0.750516225834877,0.06512296740791068,1.0,45.5,24.0,23.0,1.0,home,1,52.0,7.0,7,7
2025_09_SF_NYG,2025,9,REG,2025-11-02,NYG,SF,0,SF -2.5,SF -5.0,-2.5,-4.989269256591797,-2.489269256591797,True,124.0,-148.0,0.42794036443953615,0.2611429592337578,-0.16679740520577835,1.0,47.5,24.0,34.0,-10.0,away,1,56.0,5.0,7,7
2025_09_IND_PIT,2025,9,REG,2025-11-02,PIT,IND,0,IND -3.5,IND -2.6,-3.5,-2.6107965111732483,0.8892034888267517,True,154.0,-185.0,0.3775334481388264,0.3562101508896569,-0.02132329724916948,0.0,51.5,27.0,20.0,7.0,home,1,56.0,2.0,7,7
2025_09_LAC_TEN,2025,9,REG,2025-11-02,TEN,LAC,0,LAC -10.0,LAC -9.6,-10.0,-9.630533277988434,0.36946672201156616,True,470.0,-650.0,0.16835016835016833,0.12846404115977555,-0.03988612719039278,1.0,44.5,20.0,27.0,-7.0,away,1,46.0,5.0,7,10
2025_09_SEA_WAS,2025,9,REG,2025-11-02,WAS,SEA,0,SEA -2.5,SEA -1.5,-2.5,-1.512911081314087,0.9870889186859131,False,124.0,-148.0,0.42794036443953615,0.4049281252663133,-0.02301223917322287,1.0,47.5,14.0,38.0,-24.0,away,1,53.0,3.0,6,13
2025_09_ARI_DAL,2025,9,REG,2025-11-03,DAL,ARI,0,DAL -3.5,DAL -3.0,3.5,3.005141317844391,-0.49485868215560913,True,-175.0,145.0,0.6092362344582594,0.6145270137194984,0.005290779261238998,0.0,53.5,17.0,27.0,-10.0,away,0,70.0,0.0,8,15
2025_10_LV_DEN,2025,10,REG,2025-11-06,DEN,LV,1,DEN -9.5,DEN -7.7,9.5,7.74760103225708,-1.75239896774292,True,-500.0,380.0,0.7999999999999999,0.7957632913643234,-0.004236708635676489,0.0,42.5,10.0,7.0,3.0,home,1,60.0,10.0,4,4
2025_10_NO_CAR,2025,10,REG,2025-11-09,CAR,NO,1,CAR -5.5,CAR -6.6,5.5,6.624669075012207,1.124669075012207,False,-245.0,200.0,0.6805555555555556,0.7592228679289037,0.07866731237334812,0.0,38.5,7.0,17.0,-10.0,away,1,73.0,15.0,7,7
2025_10_NYG_CHI,2025,10,REG,2025-11-09,CHI,NYG,0,CHI -4.5,CHI -6.1,4.5,6.1241583824157715,1.6241583824157715,False,-218.0,180.0,0.6574752261956054,0.7415634324535471,0.08408820625794167,1.0,45.5,24.0,20.0,4.0,home,1,33.0,10.0,7,7
2025_10_JAX_HOU,2025,10,REG,2025-11-09,HOU,JAX,1,JAX -1.5,JAX -1.3,-1.5,-1.2578407526016235,0.24215924739837646,True,-105.0,-115.0,0.4891657638136511,0.41656058376680205,-0.07260518004684907,0.0,37.5,36.0,29.0,7.0,home,0,70.0,0.0,7,7
2025_10_ATL_IND,2025,10,REG,2025-11-09,IND,ATL,0,IND -6.5,IND -6.8,6.5,6.791700959205627,0.29170095920562744,False,-310.0,250.0,0.725752508361204,0.7649294814603848,0.03917697309918078,1.0,48.5,31.0,25.0,6.0,home,0,70.0,0.0,7,7
2025_10_PIT_LAC,2025,10,REG,2025-11-09,LAC,PIT,0,LAC -3.0,LAC -2.1,3.0,2.083265006542206,-0.9167349934577942,False,-162.0,136.0,0.593369754159424,0.5726494206520233,-0.020720333507400657,0.0,45.5,25.0,10.0,15.0,home,0,70.0,0.0,7,7
2025_10_BUF_MIA,2025,10,REG,2025-11-09,MIA,BUF,1,BUF -8.5,BUF -10.3,-8.5,-10.301602482795715,-1.8016024827957153,False,350.0,-455.0,0.2132564841498559,0.11495880907501854,-0.09829767507483736,0.0,50.5,30.0,13.0,17.0,home,1,84.0,6.0,10,7
2025_10_BAL_MIN,2025,10,REG,2025-11-09,MIN,BAL,0,BAL -4.5,BAL -4.7,-4.5,-4.7190002501010895,-0.21900025010108948,True,190.0,-230.0,0.33099297893681046,0.2710881804586368,-0.05990479847817365,1.0,48.5,19.0,27.0,-8.0,away,0,70.0,0.0,7,10
2025_10_CLE_NYJ,2025,10,REG,2025-11-09,NYJ,CLE,0,CLE -1.5,CLE -1.5,-1.5,-1.5118981879204512,-0.011898187920451164,False,110.0,-130.0,0.4572564612326044,0.4049741168219202,-0.05228234441068419,0.0,37.5,27.0,20.0,7.0,home,1,62.0,12.0,14,14
2025_10_ARI_SEA,2025,10,REG,2025-11-09,SEA,ARI,1,SEA -7.0,SEA -7.7,7.0,7.667557120323181,0.6675571203231812,True,-340.0,270.0,0.740871613663133,0.793301004925124,0.052429391261990976,1.0,44.5,44.0,22.0,22.0,home,1,59.0,5.0,7,6
2025_10_LA_SF,2025,10,REG,2025-11-09,SF,LA,1,LA -5.5,LA -5.3,-5.5,-5.319493591785431,0.1805064082145691,False,210.0,-258.0,0.30920711694593195,0.24931631695640163,-0.05989079998953031,1.0,49.5,26.0,42.0,-16.0,away,1,77.0,3.0,7,7
2025_10_NE_TB,2025,10,REG,2025-11-09,TB,NE,0,TB -2.5,TB -0.1,2.5,0.10263967514038086,-2.397360324859619,True,-148.0,124.0,0.5720596355604638,0.4798738730003403,-0.09218576256012351,1.0,48.5,23.0,28.0,-5.0,away,1,82.0,11.0,14,7
2025_10_DET_WAS,2025,10,REG,2025-11-09,WAS,DET,0,DET -8.5,DET -13.1,-8.5,-13.079162120819092,-4.579162120819092,True,350.0,-455.0,0.2132564841498559,0.07146191193545469,-0.14179457221440123,1.0,49.5,22.0,44.0,-22.0,away,1,64.0,9.0,7,7
2025_10_PHI_GB,2025,10,REG,2025-11-10,GB,PHI,0,GB -1.5,GB -3.3,1.5,3.26407790184021,1.76407790184021,False,-110.0,-110.0,0.5,0.6260186449483228,0.12601864494832282,0.0,45.5,7.0,10.0,-3.0,away,1,33.0,9.0,8,15
2025_11_NYJ_NE,2025,11,REG,2025-11-13,NE,NYJ,1,NE -12.5,NE -13.7,12.5,13.724164962768555,1.2241649627685547,True,-950.0,625.0,0.8677165354330709,0.9231693865782535,0.05545285114518261,1.0,43.5,27.0,14.0,13.0,home,1,39.0,9.0,4,4
2025_11_SF_ARI,2025,11,REG,2025-11-16,ARI,SF,1,SF -3.5,SF -6.2,-3.5,-6.228702545166016,-2.7287025451660156,True,160.0,-192.0,0.3690596562184025,0.21864370730750626,-0.1504159489108962,1.0,48.5,22.0,41.0,-19.0,away,0,70.0,0.0,7,7
2025_11_CAR_ATL,2025,11,REG,2025-11-16,ATL,CAR,1,ATL -4.5,ATL -4.9,4.5,4.908731549978256,0.4087315499782562,False,-218.0,180.0,0.6574752261956054,0.6953142041966933,0.03783897800108793,0.0,42.5,27.0,30.0,-3.0,away,0,70.0,0.0,7,7
2025_11_TB_BUF,2025,11,REG,2025-11-16,BUF,TB,0,BUF -6.0,BUF -6.3,6.0,6.256085455417633,0.25608545541763306,True,-285.0,230.0,0.7095435684647302,0.746299009137062,0.03675544067233183,1.0,46.5,44.0,32.0,12.0,home,1,38.0,20.0,7,7
2025_11_BAL_CLE,2025,11,REG,2025-11-16,CLE,BAL,1,BAL -7.5,BAL -10.4,-7.5,-10.358477354049683,-2.8584773540496826,False,340.0,-440.0,0.21809369951534735,0.11387290192663369,-0.10422079758871367,1.0,37.5,16.0,23.0,-7.0,away,1,44.0,20.0,7,7
2025_11_KC_DEN,2025,11,REG,2025-11-16,DEN,KC,1,KC -3.5,KC -5.5,-3.5,-5.492976427078247,-1.992976427078247,False,180.0,-218.0,0.34252477380439467,0.24324838830727805,-0.09927638549711662,0.0,44.5,22.0,19.0,3.0,home,1,70.0,6.0,10,14
2025_11_LAC_JAX,2025,11,REG,2025-11-16,JAX,LAC,0,LAC -3.0,LAC -4.1,-3.0,-4.076758861541748,-1.076758861541748,False,130.0,-155.0,0.4170073589533933,0.29565219358545636,-0.12135516536793695,0.0,43.5,35.0,6.0,29.0,home,1,74.0,9.0,7,7
2025_11_SEA_LA,2025,11,REG,2025-11-16,LA,SEA,1,LA -3.0,LA -2.4,3.0,2.36855149269104,-0.63144850730896,True,-175.0,145.0,0.6092362344582594,0.585750782915359,-0.023485451542900382,0.0,49.5,21.0,19.0,2.0,home,0,70.0,0.0,7,7
2025_11_WAS_MIA,2025,11,REG,2025-11-16,MIA,WAS,0,MIA -2.5,WAS -0.8,2.5,-0.8028802871704102,-3.30288028717041,False,-148.0,124.0,0.5720596355604638,0.4375333978003238,-0.13452623776014,0.0,47.5,16.0,13.0,3.0,home,1,59.0,8.0,7,7
2025_11_CHI_MIN,2025,11,REG,2025-11-16,MIN,CHI,1,MIN -3.0,MIN -3.3,3.0,3.281656891107559,0.2816568911075592,False,-148.0,124.0,0.5720596355604638,0.6267938357053833,0.054734200144919476,0.0,47.5,17.0,19.0,-2.0,away,0,70.0,0.0,7,7
2025_11_GB_NYG,2025,11,REG,2025-11-16,NYG,GB,0,GB -7.5,GB -8.7,-7.5,-8.699506402015686,-1.199506402015686,False,340.0,-440.0,0.21809369951534735,0.1494182586430157,-0.06867544087233166,1.0,41.5,20.0,27.0,-7.0,away,1,55.0,17.0,7,6
2025_11_DET_PHI,2025,11,REG,2025-11-16,PHI,DET,0,PHI -2.5,PHI -0.7,2.5,0.6882588863372803,-1.8117411136627197,False,-155.0,130.0,0.5829926410466066,0.5074500741485334,-0.07554256689807326,0.0,46.5,16.0,9.0,7.0,home,1,45.0,15.0,6,7
2025_11_CIN_PIT,2025,11,REG,2025-11-16,PIT,CIN,1,PIT -5.5,CIN -1.4,5.5,-1.4489779472351074,-6.948977947235107,False,-250.0,205.0,0.6853932584269663,0.40783432139865206,-0.27755893702831425,0.0,48.5,34.0,12.0,22.0,home,1,46.0,17.0,7,14
2025_11_HOU_TEN,2025,11,REG,2025-11-16,TEN,HOU,1,HOU -5.5,HOU -7.0,-5.5,-6.970346808433533,-1.4703468084335327,False,215.0,-265.0,0.30423004792665137,0.19570799059701763,-0.10852205732963374,1.0,37.5,13.0,16.0,-3.0,away,1,64.0,8.0,14,7
2025_11_DAL_LV,2025,11,REG,2025-11-17,LV,DAL,0,DAL -3.5,DAL -6.0,-3.5,-6.03765606880188,-2.53765606880188,True,164.0,-198.0,0.3630958183058778,0.22485608915558045,-0.13823972915029734,1.0,48.5,16.0,33.0,-17.0,away,0,70.0,0.0,11,14
2025_12_BUF_HOU,2025,12,REG,2025-11-20,HOU,BUF,0,BUF -5.5,BUF -7.8,-5.5,-7.847804307937622,-2.347804307937622,False,210.0,-258.0,0.30920711694593195,0.170982300109967,-0.13822481683596494,0.0,43.5,23.0,19.0,4.0,home,0,70.0,0.0,4,4
2025_12_JAX_ARI,2025,12,REG,2025-11-23,ARI,JAX,0,JAX -2.5,JAX -2.5,-2.5,-2.471392063423991,0.028607936576008797,False,114.0,-135.0,0.448558885283451,0.36225665836189774,-0.08630222692155326,1.0,47.5,24.0,27.0,-3.0,away,0,70.0,0.0,7,7
2025_12_NYJ_BAL,2025,12,REG,2025-11-23,BAL,NYJ,0,BAL -14.0,BAL -15.0,14.0,15.011083245277405,1.0110832452774048,False,-1050.0,675.0,0.8761776581426649,0.9386995707254927,0.0625219125828278,1.0,44.5,23.0,10.0,13.0,home,1,54.0,3.0,7,10
2025_12_PIT_CHI,2025,12,REG,2025-11-23,CHI,PIT,0,CHI -3.0,CHI -3.5,3.0,3.5116211771965027,0.5116211771965027,False,-155.0,130.0,0.5829926410466066,0.6368734940659573,0.05388085301935064,1.0,46.5,31.0,28.0,3.0,home,1,51.0,3.0,7,7
2025_12_NE_CIN,2025,12,REG,2025-11-23,CIN,NE,0,NE -7.5,NE -9.0,-7.5,-8.95224380493164,-1.4522438049316406,False,310.0,-395.0,0.23409789548356585,0.14346607354293908,-0.09063182194062677,1.0,50.5,20.0,26.0,-6.0,away,1,54.0,7.0,7,10
2025_12_PHI_DAL,2025,12,REG,2025-11-23,DAL,PHI,1,PHI -3.0,PHI -3.7,-3.0,-3.729062080383301,-0.7290620803833008,False,136.0,-162.0,0.4066302458405761,0.3094758977565981,-0.09715434808397799,0.0,47.5,24.0,21.0,3.0,home,0,70.0,0.0,6,7
2025_12_NYG_DET,2025,12,REG,2025-11-23,DET,NYG,0,DET -14.0,DET -7.7,14.0,7.677714824676514,-6.322285175323486,True,-1050.0,675.0,0.8761776581426649,0.7936146851765317,-0.08256297296613324,0.0,50.5,34.0,27.0,7.0,home,0,70.0,0.0,7,7
2025_12_MIN_GB,2025,12,REG,2025-11-23,GB,MIN,1,GB -6.5,GB -7.6,6.5,7.610410928726196,1.1104109287261963,True,-290.0,235.0,0.7135512302607419,0.7915297038322885,0.07797847357154664,1.0,41.5,23.0,6.0,17.0,home,1,43.0,10.0,7,7
2025_12_IND_KC,2025,12,REG,2025-11-23,KC,IND,0,KC -3.5,KC -5.3,3.5,5.2568113803863525,1.7568113803863525,False,-218.0,180.0,0.6574752261956054,0.7090289993757113,0.0515537731801059,1.0,50.5,23.0,20.0,3.0,home,1,59.0,8.0,7,14
